"","ESPECIALIDAD","PERIODO","REGIMEN","CODIGO.ENTIDAD","GENERO","CIUDAD.RESIDENCIA","conteo"
"5797","Pediatria","2022/09","CONTRIBUTIVO","EPS005","M","PUERTO BOYACA",1
"5798","Pediatria","2022/09","CONTRIBUTIVO","EPS010","F","PUERTO BOYACA",2
"5799","Pediatria","2022/09","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",2
"5800","Pediatria","2022/09","CONTRIBUTIVO","EPS017","M","PUERTO BOYACA",1
"5801","Pediatria","2022/09","CONTRIBUTIVO","EPS037","F","ANTIOQUIA",1
"5802","Pediatria","2022/09","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",33
"5803","Pediatria","2022/09","CONTRIBUTIVO","EPS037","F","PUERTO TRIUNFO (ANT)",1
"5804","Pediatria","2022/09","CONTRIBUTIVO","EPS037","M","PUERTO BOYACA",47
"5805","Pediatria","2022/09","CONTRIBUTIVO","EPS037","M","PUERTO TRIUNFO (ANT)",4
"5806","Pediatria","2022/09","CONTRIBUTIVO","ESS091","F","PUERTO BOYACA",2
"5807","Pediatria","2022/09","ESPECIAL","RES001","F","PUERTO BOYACA",3
"5808","Pediatria","2022/09","ESPECIAL","RES001","M","PUERTO BOYACA",1
"5809","Pediatria","2022/09","ESPECIAL","RES01","M","PUERTO BOYACA",1
"5810","Pediatria","2022/09","ESPECIAL","RES011","F","PUERTO BOYACA",1
"5811","Pediatria","2022/09","PARTICULAR","PARTIC","F","PUERTO BOYACA",1
"5812","Pediatria","2022/09","PARTICULAR","PARTIC","M","PUERTO BOYACA",2
"5813","Pediatria","2022/09","PARTICULAR","RES001","F","PUERTO BOYACA",1
"5814","Pediatria","2022/09","SUBSIDIADO","CCF090","F","PUERTO BOYACA",2
"5815","Pediatria","2022/09","SUBSIDIADO","CCF090","M","ANTIOQUIA",1
"5816","Pediatria","2022/09","SUBSIDIADO","CCF090","M","PUERTO BOYACA",1
"5817","Pediatria","2022/09","SUBSIDIADO","EPS017","F","PUERTO TRIUNFO (ANT)",1
"5818","Pediatria","2022/09","SUBSIDIADO","EPS037","F","ANTIOQUIA",2
"5819","Pediatria","2022/09","SUBSIDIADO","EPS037","F","PUERTO BOYACA",86
"5820","Pediatria","2022/09","SUBSIDIADO","EPS037","M","ANTIOQUIA",1
"5821","Pediatria","2022/09","SUBSIDIADO","EPS037","M","PUERTO BOYACA",93
"5822","Pediatria","2022/09","SUBSIDIADO","EPS037","M","PUERTO TRIUNFO (ANT)",2
"5823","Pediatria","2022/09","SUBSIDIADO","ESS091","F","ANTIOQUIA",1
"5824","Pediatria","2022/09","SUBSIDIADO","ESS091","F","PUERTO BOYACA",11
"5825","Pediatria","2022/09","SUBSIDIADO","ESS091","F","PUERTO NARA (ANT)",2
"5826","Pediatria","2022/09","SUBSIDIADO","ESS091","F","PUERTO TRIUNFO (ANT)",2
"5827","Pediatria","2022/09","SUBSIDIADO","ESS091","M","ANTIOQUIA",3
"5828","Pediatria","2022/09","SUBSIDIADO","ESS091","M","PUERTO BOYACA",12
"5829","Pediatria","2022/10","CONTRIBUTIVO","CCF090","F","PUERTO BOYACA",1
"5830","Pediatria","2022/10","CONTRIBUTIVO","CCF090","M","PUERTO BOYACA",2
"5831","Pediatria","2022/10","SUBSIDIADO","CCF090","M","PUERTO BOYACA",4
"5832","Pediatria","2022/10","SUBSIDIADO","CCF090","M","PUERTO TRIUNFO",1
"5833","Pediatria","2022/10","SUBSIDIADO","EPS039","M","BOGOTA",1
"5834","Pediatria","2022/10","SUBSIDIADO","EPS040","F","PUERTO TRIUNFO",2
"5835","Pediatria","2022/10","SUBSIDIADO","EPSS40","F","PUERTO TRIUNFO",1
"5836","Pediatria","2022/10","SUBSIDIADO","EPSS40","M","PUERTO BOYACA",1
"5837","Pediatria","2022/10","SUBSIDIADO","EPSS40","M","PUERTO TRIUNFO",1
"5838","Pediatria","2022/10","SUBSIDIADO","ESS053","F","PUERTO BOYACA",2
"5839","Postquirurgico Cirugía","2022/01","CONTRIBUTIVO","CCF121","F","PUERTO BOYACA",1
"5840","Postquirurgico Cirugía","2022/01","CONTRIBUTIVO","EPS005","M","PUERTO BOYACA",1
"5841","Postquirurgico Cirugía","2022/01","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",1
"5842","Postquirurgico Cirugía","2022/01","CONTRIBUTIVO","EPS017","M","PUERTO BOYACA",2
"5843","Postquirurgico Cirugía","2022/01","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",7
"5844","Postquirurgico Cirugía","2022/01","CONTRIBUTIVO","EPS037","M","ANTIOQUIA",1
"5845","Postquirurgico Cirugía","2022/01","CONTRIBUTIVO","EPS037","M","PUERTO BOYACA",9
"5846","Postquirurgico Cirugía","2022/01","CONTRIBUTIVO","EPS044","F","PUERTO BOYACA",1
"5847","Postquirurgico Cirugía","2022/01","ESPECIAL","EMP014","F","PUERTO BOYACA",3
"5848","Postquirurgico Cirugía","2022/01","SOAT Y ARL","14-28","M","PUERTO SALGAR",1
"5849","Postquirurgico Cirugía","2022/01","SOAT Y ARL","AT1329","M","PUERTO BOYACA",2
"5850","Postquirurgico Cirugía","2022/01","SUBSIDIADO","EPS003","F","PUERTO BOYACA",2
"5851","Postquirurgico Cirugía","2022/01","SUBSIDIADO","EPS013","M","PUERTO BOYACA",1
"5852","Postquirurgico Cirugía","2022/01","SUBSIDIADO","EPS037","M","PUERTO BOYACA",1
"5853","Postquirurgico Cirugía","2022/01","SUBSIDIADO","EPS044","F","PUERTO BOYACA",3
"5854","Postquirurgico Cirugía","2022/01","SUBSIDIADO","EPS044","M","PUERTO BOYACA",2
"5855","Postquirurgico Cirugía","2022/01","SUBSIDIADO","ESS091","F","PUERTO BOYACA",10
"5856","Postquirurgico Cirugía","2022/01","SUBSIDIADO","ESS091","M","PUERTO BOYACA",2
"5857","Postquirurgico Cirugía","2022/02","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",2
"5858","Postquirurgico Cirugía","2022/02","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",4
"5859","Postquirurgico Cirugía","2022/02","CONTRIBUTIVO","EPS037","M","PUERTO BOYACA",4
"5860","Postquirurgico Cirugía","2022/02","CONTRIBUTIVO","EPS044","F","PUERTO BOYACA",4
"5861","Postquirurgico Cirugía","2022/02","CONTRIBUTIVO","EPS044","M","PUERTO BOYACA",3
"5862","Postquirurgico Cirugía","2022/02","CONTRIBUTIVO","ESS091","F","PUERTO BOYACA",1
"5863","Postquirurgico Cirugía","2022/02","ESPECIAL","RES004","F","PUERTO BOYACA",1
"5864","Postquirurgico Cirugía","2022/02","PARTICULAR","PARTIC","F","PUERTO BOYACA",1
"5865","Postquirurgico Cirugía","2022/02","SUBSIDIADO","CCF121","F","PUERTO TRIUNFO (ANT)",1
"5866","Postquirurgico Cirugía","2022/02","SUBSIDIADO","EPS017","F","PUERTO BOYACA",2
"5867","Postquirurgico Cirugía","2022/02","SUBSIDIADO","EPS037","F","PUERTO BOYACA",12
"5868","Postquirurgico Cirugía","2022/02","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",1
"5869","Postquirurgico Cirugía","2022/02","SUBSIDIADO","EPS037","M","PUERTO BOYACA",8
"5870","Postquirurgico Cirugía","2022/02","SUBSIDIADO","ESS091","F","PUERTO BOYACA",11
"5871","Postquirurgico Cirugía","2022/02","SUBSIDIADO","ESS091","M","PUERTO BOYACA",2
"5872","Postquirurgico Cirugía","2022/02","SUBSIDIADO","ESS091","M","PUERTO NARA (ANT)",3
"5873","Postquirurgico Cirugía","2022/02","SUBSIDIADO","ESS091","M","PUERTO TRIUNFO (ANT)",1
"5874","Postquirurgico Cirugía","2022/03","ESPECIAL","RES001","M","PUERTO BOYACA",1
"5875","Postquirurgico Cirugía","2022/03","SOAT Y ARL","FDP001","M","PUERTO BOYACA",1
"5876","Postquirurgico Cirugía","2022/03","SUBSIDIADO","CCF090","F","PUERTO BOYACA",2
"5877","Postquirurgico Cirugía","2022/03","SUBSIDIADO","CCF090","M","PUERTO BOYACA",1
"5878","Postquirurgico Cirugía","2022/03","SUBSIDIADO","EPS010","F","PUERTO BOYACA",1
"5879","Postquirurgico Cirugía","2022/03","SUBSIDIADO","EPS017","F","PUERTO BOYACA",4
"5880","Postquirurgico Cirugía","2022/03","SUBSIDIADO","EPS017","M","PUERTO BOYACA",4
"5881","Postquirurgico Cirugía","2022/03","SUBSIDIADO","EPS037","F","PIEDECUESTA",1
"5882","Postquirurgico Cirugía","2022/03","SUBSIDIADO","EPS037","F","PUERTO BOYACA",18
"5883","Postquirurgico Cirugía","2022/03","SUBSIDIADO","EPS037","M","PUERTO BOYACA",14
"5884","Postquirurgico Cirugía","2022/03","SUBSIDIADO","EPS037","M","PUERTO TRIUNFO (ANT)",2
"5885","Postquirurgico Cirugía","2022/03","SUBSIDIADO","EPS040","F","PUERTO BOYACA",2
"5886","Postquirurgico Cirugía","2022/03","SUBSIDIADO","ESS053","F","PUERTO BOYACA",2
"5887","Postquirurgico Cirugía","2022/03","SUBSIDIADO","ESS091","F","ANTIOQUIA",1
"5888","Postquirurgico Cirugía","2022/03","SUBSIDIADO","ESS091","F","PUERTO BOYACA",7
"5889","Postquirurgico Cirugía","2022/03","SUBSIDIADO","ESS091","M","PUERTO BOYACA",4
"5890","Postquirurgico Cirugía","2022/03","SUBSIDIADO","ESSC24","F","PUERTO BOYACA",1
"5891","Postquirurgico Cirugía","2022/03","VICUNLADO","15000","F","PUERTO BOYACA",1
"5892","Postquirurgico Cirugía","2022/04","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",6
"5893","Postquirurgico Cirugía","2022/04","CONTRIBUTIVO","EPS017","M","PUERTO BOYACA",5
"5894","Postquirurgico Cirugía","2022/04","ESPECIAL","RES001","F","PUERTO BOYACA",2
"5895","Postquirurgico Cirugía","2022/04","SUBSIDIADO","CCF090","F","PUERTO BOYACA",1
"5896","Postquirurgico Cirugía","2022/04","SUBSIDIADO","CCF121","F","PUERTO TRIUNFO (ANT)",1
"5897","Postquirurgico Cirugía","2022/04","SUBSIDIADO","EPS002","F","PUERTO BOYACA",1
"5898","Postquirurgico Cirugía","2022/04","SUBSIDIADO","EPS022","F","PUERTO BOYACA",1
"5899","Postquirurgico Cirugía","2022/04","SUBSIDIADO","EPS037","F","PUERTO BERRIO",1
"5900","Postquirurgico Cirugía","2022/04","SUBSIDIADO","EPS037","F","PUERTO BOYACA",11
"5901","Postquirurgico Cirugía","2022/04","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",1
"5902","Postquirurgico Cirugía","2022/04","SUBSIDIADO","EPS037","M","ARAUCA",1
"5903","Postquirurgico Cirugía","2022/04","SUBSIDIADO","EPS037","M","LA DORADA (CALDAS)",1
"5904","Postquirurgico Cirugía","2022/04","SUBSIDIADO","EPS037","M","PUERTO BOYACA",16
"5905","Postquirurgico Cirugía","2022/04","SUBSIDIADO","EPS037","M","PUERTO NARA (ANT)",1
"5906","Postquirurgico Cirugía","2022/04","SUBSIDIADO","EPS040","F","PUERTO TRIUNFO (ANT)",1
"5907","Postquirurgico Cirugía","2022/04","SUBSIDIADO","EPS040","M","ANTIOQUIA",1
"5908","Postquirurgico Cirugía","2022/04","SUBSIDIADO","EPSS40","F","PUERTO TRIUNFO (ANT)",2
"5909","Postquirurgico Cirugía","2022/04","SUBSIDIADO","ESS091","F","ANTIOQUIA",2
"5910","Postquirurgico Cirugía","2022/04","SUBSIDIADO","ESS091","F","PUERTO BOYACA",8
"5911","Postquirurgico Cirugía","2022/04","SUBSIDIADO","ESS091","F","PUERTO TRIUNFO (ANT)",1
"5912","Postquirurgico Cirugía","2022/04","SUBSIDIADO","ESS091","M","ANTIOQUIA",1
"5913","Postquirurgico Cirugía","2022/04","SUBSIDIADO","ESS091","M","PUERTO BOYACA",6
"5914","Postquirurgico Cirugía","2022/04","SUBSIDIADO","ESS207","F","PUERTO BOYACA",1
"5915","Postquirurgico Cirugía","2022/04","SUBSIDIADO","FNP001","M","PUERTO BOYACA",2
"5916","Postquirurgico Cirugía","2022/04","VICUNLADO","15000","F","PUERTO BOYACA",1
"5917","Postquirurgico Cirugía","2022/05","CONTRIBUTIVO","EPS002","M","PUERTO BOYACA",1
"5918","Postquirurgico Cirugía","2022/05","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",8
"5919","Postquirurgico Cirugía","2022/05","CONTRIBUTIVO","EPS017","M","ANTIOQUIA",1
"5920","Postquirurgico Cirugía","2022/05","CONTRIBUTIVO","EPS017","M","PUERTO BOYACA",6
"5921","Postquirurgico Cirugía","2022/05","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",2
"5922","Postquirurgico Cirugía","2022/05","CONTRIBUTIVO","ESS091","F","PUERTO BOYACA",1
"5923","Postquirurgico Cirugía","2022/05","ESPECIAL","EMP014","F","PUERTO BOYACA",1
"5924","Postquirurgico Cirugía","2022/05","SUBSIDIADO","CCF090","F","PUERTO BOYACA",1
"5925","Postquirurgico Cirugía","2022/05","SUBSIDIADO","CCF090","M","PUERTO BOYACA",1
"5926","Postquirurgico Cirugía","2022/05","SUBSIDIADO","EPS005","F","PUERTO BOYACA",1
"5927","Postquirurgico Cirugía","2022/05","SUBSIDIADO","EPS005","M","PUERTO BOYACA",1
"5928","Postquirurgico Cirugía","2022/05","SUBSIDIADO","EPS017","M","PUERTO BOYACA",2
"5929","Postquirurgico Cirugía","2022/05","SUBSIDIADO","EPS037","F","PUERTO BOYACA",15
"5930","Postquirurgico Cirugía","2022/05","SUBSIDIADO","EPS037","M","PUERTO BOYACA",6
"5931","Postquirurgico Cirugía","2022/05","SUBSIDIADO","EPS037","M","PUERTO TRIUNFO (ANT)",1
"5932","Postquirurgico Cirugía","2022/05","SUBSIDIADO","EPS044","F","PUERTO BOYACA",1
"5933","Postquirurgico Cirugía","2022/05","SUBSIDIADO","ESS091","F","ANTIOQUIA",3
"5934","Postquirurgico Cirugía","2022/05","SUBSIDIADO","ESS091","F","PUERTO BOYACA",10
"5935","Postquirurgico Cirugía","2022/05","SUBSIDIADO","ESS091","F","PUERTO TRIUNFO (ANT)",1
"5936","Postquirurgico Cirugía","2022/05","SUBSIDIADO","ESS091","M","ANTIOQUIA",1
"5937","Postquirurgico Cirugía","2022/05","SUBSIDIADO","ESS091","M","PUERTO BOYACA",4
"5938","Postquirurgico Cirugía","2022/05","VICUNLADO","15000","F","PUERTO BOYACA",2
"5939","Postquirurgico Cirugía","2022/06","CONTRIBUTIVO","CCF090","F","PUERTO BOYACA",1
"5940","Postquirurgico Cirugía","2022/06","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",2
"5941","Postquirurgico Cirugía","2022/06","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",2
"5942","Postquirurgico Cirugía","2022/06","CONTRIBUTIVO","EPS040","F","PUERTO NARA (ANT)",1
"5943","Postquirurgico Cirugía","2022/06","CONTRIBUTIVO","ESS091","M","PUERTO BOYACA",1
"5944","Postquirurgico Cirugía","2022/06","ESPECIAL","FCM02","M","PUERTO BOYACA",1
"5945","Postquirurgico Cirugía","2022/06","PARTICULAR","PARTIC","M","PUERTO BOYACA",1
"5946","Postquirurgico Cirugía","2022/06","SOAT Y ARL","14-28","M","PUERTO BOYACA",2
"5947","Postquirurgico Cirugía","2022/06","SUBSIDIADO","EPS017","F","PUERTO BOYACA",7
"5948","Postquirurgico Cirugía","2022/06","SUBSIDIADO","EPS017","M","PUERTO BOYACA",3
"5949","Postquirurgico Cirugía","2022/06","SUBSIDIADO","EPS037","F","ANTIOQUIA",1
"5950","Postquirurgico Cirugía","2022/06","SUBSIDIADO","EPS037","F","PUERTO BOYACA",11
"5951","Postquirurgico Cirugía","2022/06","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",2
"5952","Postquirurgico Cirugía","2022/06","SUBSIDIADO","EPS037","M","ANTIOQUIA",2
"5953","Postquirurgico Cirugía","2022/06","SUBSIDIADO","EPS037","M","PUERTO BOYACA",17
"5954","Postquirurgico Cirugía","2022/06","SUBSIDIADO","EPS044","F","PUERTO BOYACA",1
"5955","Postquirurgico Cirugía","2022/06","SUBSIDIADO","EPS044","M","ANTIOQUIA",1
"5956","Postquirurgico Cirugía","2022/06","SUBSIDIADO","EPSS40","F","PUERTO NARA (ANT)",1
"5957","Postquirurgico Cirugía","2022/06","SUBSIDIADO","ESS091","F","PUERTO BOYACA",5
"5958","Postquirurgico Cirugía","2022/06","SUBSIDIADO","ESS091","F","PUERTO TRIUNFO (ANT)",1
"5959","Postquirurgico Cirugía","2022/06","SUBSIDIADO","ESS091","M","PUERTO BOYACA",2
"5960","Postquirurgico Cirugía","2022/06","SUBSIDIADO","ESS233","M","PUERTO BOYACA",1
"5961","Postquirurgico Cirugía","2022/06","SUBSIDIADO","FFNPPL","M","PUERTO TRIUNFO (ANT)",2
"5962","Postquirurgico Cirugía","2022/07","Contributivo","EMP014","M","PUERTO BOYACA",1
"5963","Postquirurgico Cirugía","2022/07","Contributivo","RES001","M","PUERTO BOYACA",1
"5964","Postquirurgico Cirugía","2022/07","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",3
"5965","Postquirurgico Cirugía","2022/07","ESPECIAL","RES001","M","PUERTO BOYACA",1
"5966","Postquirurgico Cirugía","2022/07","SUBSIDIADO","CCF090","F","PUERTO BOYACA",3
"5967","Postquirurgico Cirugía","2022/07","SUBSIDIADO","CCF121","M","PUERTO BOYACA",1
"5968","Postquirurgico Cirugía","2022/07","SUBSIDIADO","EPS002","M","CIMITARRA (SANTANDER)",1
"5969","Postquirurgico Cirugía","2022/07","SUBSIDIADO","EPS010","M","ANTIOQUIA",1
"5970","Postquirurgico Cirugía","2022/07","SUBSIDIADO","EPS017","F","PUERTO BOYACA",2
"5971","Postquirurgico Cirugía","2022/07","SUBSIDIADO","EPS017","M","PUERTO BOYACA",5
"5972","Postquirurgico Cirugía","2022/07","SUBSIDIADO","EPS037","F","PUERTO BOYACA",16
"5973","Postquirurgico Cirugía","2022/07","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",2
"5974","Postquirurgico Cirugía","2022/07","SUBSIDIADO","EPS037","M","ANTIOQUIA",1
"5975","Postquirurgico Cirugía","2022/07","SUBSIDIADO","EPS037","M","PUERTO BOYACA",22
"5976","Postquirurgico Cirugía","2022/07","SUBSIDIADO","EPS040","F","PUERTO TRIUNFO (ANT)",1
"5977","Postquirurgico Cirugía","2022/07","SUBSIDIADO","EPS040","M","ANTIOQUIA",1
"5978","Postquirurgico Cirugía","2022/07","SUBSIDIADO","EPSS40","F","PUERTO TRIUNFO (ANT)",1
"5979","Postquirurgico Cirugía","2022/07","SUBSIDIADO","ESS091","F","PUERTO BOYACA",7
"5980","Postquirurgico Cirugía","2022/07","SUBSIDIADO","ESS091","M","ANTIOQUIA",2
"5981","Postquirurgico Cirugía","2022/07","SUBSIDIADO","ESS091","M","PUERTO BOYACA",7
"5982","Postquirurgico Cirugía","2022/07","SUBSIDIADO","ESS207","M","PUERTO BOYACA",1
"5983","Postquirurgico Cirugía","2022/07","SUBSIDIADO","FNP001","M","PUERTO TRIUNFO (ANT)",1
"5984","Postquirurgico Cirugía","2022/08","ESPECIAL","FCM02","F","PUERTO BOYACA",1
"5985","Postquirurgico Cirugía","2022/08","SOAT Y ARL","AT1329","M","ANTIOQUIA",1
"5986","Postquirurgico Cirugía","2022/08","SUBSIDIADO","CCF090","F","PUERTO BOYACA",1
"5987","Postquirurgico Cirugía","2022/08","SUBSIDIADO","CCF121","F","ANTIOQUIA",1
"5988","Postquirurgico Cirugía","2022/08","SUBSIDIADO","EPS010","F","PUERTO BOYACA",1
"5989","Postquirurgico Cirugía","2022/08","SUBSIDIADO","EPS017","F","PUERTO BOYACA",5
"5990","Postquirurgico Cirugía","2022/08","SUBSIDIADO","EPS017","M","PUERTO BOYACA",6
"5991","Postquirurgico Cirugía","2022/08","SUBSIDIADO","EPS017","M","PUERTO NARA (ANT)",1
"5992","Postquirurgico Cirugía","2022/08","SUBSIDIADO","EPS037","F","PUERTO BOYACA",19
"5993","Postquirurgico Cirugía","2022/08","SUBSIDIADO","EPS037","F","PUERTO NARA (ANT)",1
"5994","Postquirurgico Cirugía","2022/08","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",2
"5995","Postquirurgico Cirugía","2022/08","SUBSIDIADO","EPS037","M","PUERTO BOYACA",11
"5996","Postquirurgico Cirugía","2022/08","SUBSIDIADO","EPS040","M","ANTIOQUIA",1
"5997","Postquirurgico Cirugía","2022/08","SUBSIDIADO","EPS040","M","PUERTO NARA (ANT)",1
"5998","Postquirurgico Cirugía","2022/08","SUBSIDIADO","EPSS40","M","MEDELLIN",1
"5999","Postquirurgico Cirugía","2022/08","SUBSIDIADO","ESS053","F","PUERTO BOYACA",1
"6000","Postquirurgico Cirugía","2022/08","SUBSIDIADO","ESS091","F","PUERTO BOYACA",4
"6001","Postquirurgico Cirugía","2022/08","SUBSIDIADO","ESS091","M","ANTIOQUIA",1
"6002","Postquirurgico Cirugía","2022/08","SUBSIDIADO","ESS091","M","PUERTO BOYACA",4
"6003","Postquirurgico Cirugía","2022/08","SUBSIDIADO","ESS207","M","PUERTO TRIUNFO (ANT)",1
"6004","Postquirurgico Cirugía","2022/08","SUBSIDIADO","FNP001","M","PUERTO TRIUNFO (ANT)",2
"6005","Postquirurgico Cirugía","2022/09","CONTRIBUTIVO","CCF090","F","PUERTO BOYACA",1
"6006","Postquirurgico Cirugía","2022/09","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",4
"6007","Postquirurgico Cirugía","2022/09","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",2
"6008","Postquirurgico Cirugía","2022/09","CONTRIBUTIVO","EPS037","M","ANTIOQUIA",1
"6009","Postquirurgico Cirugía","2022/09","CONTRIBUTIVO","EPS037","M","PUERTO BOYACA",2
"6010","Postquirurgico Cirugía","2022/09","CONTRIBUTIVO","EPS037","M","PUERTO TRIUNFO (ANT)",1
"6011","Postquirurgico Cirugía","2022/09","SUBSIDIADO","CCF090","M","PUERTO BOYACA",1
"6012","Postquirurgico Cirugía","2022/09","SUBSIDIADO","EPS017","F","PUERTO BOYACA",4
"6013","Postquirurgico Cirugía","2022/09","SUBSIDIADO","EPS017","M","PUERTO BOYACA",6
"6014","Postquirurgico Cirugía","2022/09","SUBSIDIADO","EPS037","F","CIMITARRA (SANTANDER)",1
"6015","Postquirurgico Cirugía","2022/09","SUBSIDIADO","EPS037","F","PUERTO BOYACA",22
"6016","Postquirurgico Cirugía","2022/09","SUBSIDIADO","EPS037","F","PUERTO TRIUNFO (ANT)",2
"6017","Postquirurgico Cirugía","2022/09","SUBSIDIADO","EPS037","M","ANTIOQUIA",1
"6018","Postquirurgico Cirugía","2022/09","SUBSIDIADO","EPS037","M","CIMITARRA (SANTANDER)",1
"6019","Postquirurgico Cirugía","2022/09","SUBSIDIADO","EPS037","M","PUERTO BOYACA",15
"6020","Postquirurgico Cirugía","2022/09","SUBSIDIADO","EPS037","M","PUERTO TRIUNFO (ANT)",1
"6021","Postquirurgico Cirugía","2022/09","SUBSIDIADO","ESS091","F","PUERTO BOYACA",6
"6022","Postquirurgico Cirugía","2022/09","SUBSIDIADO","ESS091","M","PUERTO BOYACA",2
"6023","Postquirurgico Cirugía","2022/09","VICUNLADO","15000","M","PUERTO TRIUNFO (ANT)",1
"6024","Postquirurgico Cirugía","2022/10","CONTRIBUTIVO","CCF090","F","PTO BOYACA",1
"6025","Postquirurgico Cirugía","2022/10","CONTRIBUTIVO","CCF090","M","PUERTO BOYACA",1
"6026","Postquirurgico Cirugía","2022/10","CONTRIBUTIVO","EMP023","M","PUERTO BOYACA",1
"6027","Postquirurgico Cirugía","2022/10","ESPECIAL","FCM02","M","MEDELLIN",1
"6028","Postquirurgico Cirugía","2022/10","SUBSIDIADO","CCF121","F","PUERTO TRIUNFO",1
"6029","Postquirurgico Cirugía","2022/10","SUBSIDIADO","EPS040","F","ANTIOQUIA",1
"6030","Postquirurgico Cirugía","2022/10","SUBSIDIADO","EPS040","M","DORADAL",1
"6031","Postquirurgico Ginecología","2022/01","CONTRIBUTIVO","EPS010","F","BOGOTA",1
"6032","Postquirurgico Ginecología","2022/01","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",3
"6033","Postquirurgico Ginecología","2022/01","CONTRIBUTIVO","EPS037","F","ANTIOQUIA",2
"6034","Postquirurgico Ginecología","2022/01","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",32
"6035","Postquirurgico Ginecología","2022/01","CONTRIBUTIVO","EPS037","F","PUERTO TRIUNFO (ANT)",2
"6036","Postquirurgico Ginecología","2022/01","SUBSIDIADO","CCF090","F","PUERTO BOYACA",2
"6037","Postquirurgico Ginecología","2022/01","SUBSIDIADO","CCF121","F","ANTIOQUIA",1
"6038","Postquirurgico Ginecología","2022/01","SUBSIDIADO","EPS010","F","PUERTO BOYACA",1
"6039","Postquirurgico Ginecología","2022/01","SUBSIDIADO","EPS010","F","PUERTO TRIUNFO (ANT)",1
"6040","Postquirurgico Ginecología","2022/01","SUBSIDIADO","EPS017","F","PUERTO BOYACA",3
"6041","Postquirurgico Ginecología","2022/01","SUBSIDIADO","EPS033","F","PUERTO BOYACA",1
"6042","Postquirurgico Ginecología","2022/01","SUBSIDIADO","ESS091","F","PUERTO BOYACA",9
"6043","Postquirurgico Ginecología","2022/01","SUBSIDIADO","ESS118","F","PUERTO BOYACA",1
"6044","Postquirurgico Ginecología","2022/01","VICUNLADO","15000","F","PUERTO BOYACA",2
"6045","Postquirurgico Ginecología","2022/02","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",11
"6046","Postquirurgico Ginecología","2022/02","CONTRIBUTIVO","EPS037","F","PUERTO BOYACA",11
"6047","Postquirurgico Ginecología","2022/02","CONTRIBUTIVO","EPS044","F","ANTIOQUIA",1
"6048","Postquirurgico Ginecología","2022/02","CONTRIBUTIVO","EPS044","F","PUERTO BOYACA",1
"6049","Postquirurgico Ginecología","2022/02","CONTRIBUTIVO","ESS091","F","PUERTO BOYACA",2
"6050","Postquirurgico Ginecología","2022/02","PARTICULAR","PARTIC","F","PUERTO BOYACA",2
"6051","Postquirurgico Ginecología","2022/02","SUBSIDIADO","CCF090","F","PUERTO BOYACA",1
"6052","Postquirurgico Ginecología","2022/02","SUBSIDIADO","CCF121","F","PUERTO TRIUNFO (ANT)",2
"6053","Postquirurgico Ginecología","2022/02","SUBSIDIADO","EPS005","F","PUERTO BOYACA",1
"6054","Postquirurgico Ginecología","2022/02","SUBSIDIADO","EPS037","F","PUERTO BOYACA",32
"6055","Postquirurgico Ginecología","2022/02","SUBSIDIADO","EPS037","F","PUERTO NARA (ANT)",1
"6056","Postquirurgico Ginecología","2022/02","SUBSIDIADO","EPSS40","F","PUERTO BOYACA",2
"6057","Postquirurgico Ginecología","2022/02","SUBSIDIADO","ESS053","F","PUERTO BOYACA",2
"6058","Postquirurgico Ginecología","2022/02","SUBSIDIADO","ESS091","F","PUERTO BOYACA",9
"6059","Postquirurgico Ginecología","2022/02","VICUNLADO","15000","F","PUERTO BOYACA",2
"6060","Postquirurgico Ginecología","2022/03","CONTRIBUTIVO","EPS017","F","PUERTO BOYACA",5
"6061","Postquirurgico Ginecología","2022/03","ESPECIAL","EMP014","F","PUERTO BOYACA",1
"6062","Postquirurgico Ginecología","2022/03","SUBSIDIADO","CCF090","F","PUERTO BOYACA",3
"6063","Postquirurgico Ginecología","2022/03","SUBSIDIADO","EPS017","F","PUERTO BOYACA",5
"6064","Postquirurgico Ginecología","2022/03","SUBSIDIADO","EPS037","F","PUERTO BOYACA",33
